GAME_DATE_EST,HOME_TEAM_ID,VISITOR_TEAM_ID,SEASON,PTS_home,PTS_away,point_total,cgp,wins,losses,winpercent,homerecord,awayrecord
2020-03-01,1610612766,1610612749,2019,85.0,93.0,178.0,59,21,38,0.35600000000000004,9-18,12-20
2020-03-01,1610612750,1610612742,2019,91.0,111.0,202.0,58,17,41,0.293,7-21,10-20
2020-03-01,1610612746,1610612755,2019,136.0,130.0,266.0,59,40,19,0.6779999999999999,24-6,16-13
2020-03-01,1610612743,1610612761,2019,133.0,118.0,251.0,59,40,19,0.6779999999999999,23-7,17-12
2020-03-01,1610612758,1610612765,2019,106.0,100.0,206.0,59,25,34,0.424,12-15,13-19
2020-03-01,1610612740,1610612747,2019,114.0,122.0,236.0,59,26,33,0.441,12-17,14-16
2020-03-01,1610612744,1610612764,2019,110.0,124.0,234.0,60,13,47,0.217,7-23,6-24
2020-02-29,1610612752,1610612741,2019,125.0,115.0,240.0,59,17,42,0.28800000000000003,8-20,9-22
2020-02-29,1610612737,1610612757,2019,129.0,117.0,246.0,61,18,43,0.295,12-18,6-25
2020-02-29,1610612748,1610612751,2019,116.0,113.0,229.0,59,37,22,0.627,24-4,13-18
2020-02-29,1610612739,1610612754,2019,104.0,113.0,217.0,59,17,42,0.28800000000000003,9-22,8-20
2020-02-29,1610612763,1610612747,2019,105.0,88.0,193.0,59,28,31,0.475,16-14,12-17
2020-02-29,1610612738,1610612745,2019,110.0,111.0,221.0,58,41,17,0.7070000000000001,23-5,18-12
2020-02-29,1610612759,1610612753,2019,114.0,113.0,227.0,57,24,33,0.42100000000000004,14-13,10-20
2020-02-29,1610612756,1610612744,2019,99.0,115.0,214.0,60,24,36,0.4,11-20,13-16
2020-02-28,1610612753,1610612750,2019,136.0,125.0,261.0,58,26,32,0.44799999999999995,15-14,11-18
2020-02-28,1610612737,1610612751,2019,141.0,118.0,259.0,60,17,43,0.28300000000000003,11-18,6-25
2020-02-28,1610612761,1610612766,2019,96.0,99.0,195.0,58,42,16,0.7240000000000001,23-8,19-8
2020-02-28,1610612748,1610612742,2019,126.0,118.0,244.0,58,36,22,0.621,23-4,13-18
2020-02-28,1610612763,1610612758,2019,101.0,104.0,205.0,58,28,30,0.483,16-13,12-17
2020-02-28,1610612749,1610612760,2019,133.0,86.0,219.0,58,50,8,0.862,26-3,24-5
2020-02-28,1610612740,1610612739,2019,116.0,104.0,220.0,58,25,33,0.431,11-17,14-16
2020-02-28,1610612756,1610612765,2019,111.0,113.0,224.0,59,24,35,0.40700000000000003,11-19,13-16
2020-02-28,1610612762,1610612764,2019,129.0,119.0,248.0,58,36,22,0.621,20-9,16-13
2020-02-28,1610612746,1610612743,2019,132.0,103.0,235.0,58,39,19,0.672,23-6,16-13
2020-02-27,1610612755,1610612752,2019,115.0,106.0,221.0,59,36,23,0.61,27-2,9-21
2020-02-27,1610612754,1610612757,2019,106.0,100.0,206.0,58,34,24,0.586,20-10,14-14
2020-02-27,1610612760,1610612758,2019,112.0,108.0,220.0,58,36,22,0.621,19-12,17-10
2020-02-27,1610612744,1610612747,2019,86.0,116.0,202.0,58,12,46,0.207,7-22,5-24
2020-02-26,1610612766,1610612752,2019,107.0,101.0,208.0,57,19,38,0.33299999999999996,8-18,11-20
2020-02-26,1610612739,1610612755,2019,108.0,94.0,202.0,57,16,41,0.281,8-22,8-19
2020-02-26,1610612764,1610612751,2019,110.0,106.0,216.0,56,20,36,0.35700000000000004,13-15,7-21
2020-02-26,1610612737,1610612753,2019,120.0,130.0,250.0,59,17,42,0.28800000000000003,11-17,6-25
2020-02-26,1610612748,1610612750,2019,126.0,129.0,255.0,57,36,21,0.632,23-3,13-18
2020-02-26,1610612745,1610612763,2019,140.0,112.0,252.0,57,37,20,0.649,20-8,17-12
2020-02-26,1610612759,1610612742,2019,103.0,109.0,212.0,56,24,32,0.429,14-12,10-20
2020-02-26,1610612756,1610612746,2019,92.0,102.0,194.0,58,24,34,0.414,11-18,13-16
2020-02-26,1610612762,1610612738,2019,103.0,114.0,217.0,57,36,21,0.632,20-8,16-13
2020-02-25,1610612754,1610612766,2019,119.0,80.0,199.0,57,33,24,0.579,19-10,14-14
2020-02-25,1610612761,1610612749,2019,97.0,108.0,205.0,57,42,15,0.737,23-7,19-8
2020-02-25,1610612741,1610612760,2019,122.0,124.0,246.0,58,20,38,0.345,12-18,8-20
2020-02-25,1610612743,1610612765,2019,115.0,98.0,213.0,57,39,18,0.684,22-7,17-11
2020-02-25,1610612747,1610612740,2019,118.0,109.0,227.0,55,43,12,0.782,20-7,23-5
2020-02-25,1610612757,1610612738,2019,106.0,118.0,224.0,58,26,32,0.44799999999999995,16-12,10-20
2020-02-25,1610612744,1610612758,2019,94.0,112.0,206.0,57,12,45,0.21100000000000002,7-21,5-24
2020-02-24,1610612739,1610612748,2019,125.0,119.0,244.0,56,15,41,0.268,7-22,8-19
2020-02-24,1610612755,1610612737,2019,129.0,112.0,241.0,57,35,22,0.614,26-2,9-20
2020-02-24,1610612764,1610612749,2019,134.0,137.0,271.0,55,20,35,0.364,13-14,7-21
2020-02-24,1610612751,1610612753,2019,113.0,115.0,228.0,55,26,29,0.473,16-12,10-17
2020-02-24,1610612745,1610612752,2019,123.0,112.0,235.0,56,36,20,0.643,19-8,17-12
2020-02-24,1610612742,1610612750,2019,139.0,123.0,262.0,57,34,23,0.596,15-14,19-9
2020-02-24,1610612762,1610612756,2019,111.0,131.0,242.0,56,36,20,0.643,20-7,16-13
2020-02-24,1610612746,1610612763,2019,124.0,97.0,221.0,56,37,19,0.6609999999999999,22-6,15-13
2020-02-23,1610612747,1610612738,2019,114.0,112.0,226.0,54,42,12,0.778,19-7,23-5
2020-02-23,1610612761,1610612754,2019,127.0,81.0,208.0,56,41,15,0.732,22-7,19-8
2020-02-23,1610612743,1610612750,2019,128.0,116.0,244.0,56,38,18,0.679,21-7,17-11
2020-02-23,1610612741,1610612764,2019,126.0,117.0,243.0,57,19,38,0.33299999999999996,11-18,8-20
2020-02-23,1610612760,1610612759,2019,131.0,103.0,234.0,56,34,22,0.607,18-12,16-10
2020-02-23,1610612744,1610612740,2019,101.0,115.0,216.0,56,12,44,0.214,7-20,5-24
2020-02-23,1610612757,1610612765,2019,107.0,104.0,211.0,57,25,32,0.439,15-12,10-20
2020-02-22,1610612746,1610612758,2019,103.0,112.0,215.0,55,37,18,0.6729999999999999,22-5,15-13
2020-02-22,1610612766,1610612751,2019,86.0,115.0,201.0,55,19,36,0.345,8-17,11-19
2020-02-22,1610612737,1610612742,2019,111.0,107.0,218.0,57,16,41,0.281,10-17,6-24
2020-02-22,1610612748,1610612739,2019,124.0,105.0,229.0,55,35,20,0.636,22-3,13-17
2020-02-22,1610612741,1610612756,2019,104.0,112.0,216.0,56,19,37,0.33899999999999997,11-17,8-20
2020-02-22,1610612749,1610612755,2019,119.0,98.0,217.0,55,47,8,0.855,25-3,22-5
2020-02-22,1610612762,1610612745,2019,110.0,120.0,230.0,55,36,19,0.655,20-6,16-13
2020-02-21,1610612753,1610612742,2019,106.0,122.0,228.0,55,24,31,0.436,15-13,9-18
2020-02-21,1610612764,1610612739,2019,108.0,113.0,221.0,53,20,33,0.377,13-13,7-20
2020-02-21,1610612752,1610612754,2019,98.0,106.0,204.0,55,17,38,0.309,8-19,9-19
2020-02-21,1610612761,1610612756,2019,118.0,101.0,219.0,55,40,15,0.727,21-7,19-8
2020-02-21,1610612750,1610612738,2019,117.0,127.0,244.0,53,16,37,0.302,7-20,9-17
2020-02-21,1610612760,1610612743,2019,113.0,101.0,214.0,55,33,22,0.6,17-12,16-10
2020-02-21,1610612762,1610612759,2019,104.0,113.0,217.0,54,36,18,0.667,20-5,16-13
2020-02-21,1610612747,1610612763,2019,117.0,105.0,222.0,53,41,12,0.774,18-7,23-5
2020-02-21,1610612757,1610612740,2019,115.0,128.0,243.0,56,25,31,0.446,15-11,10-20
2020-02-20,1610612765,1610612749,2019,106.0,126.0,232.0,57,19,38,0.33299999999999996,11-19,8-19
2020-02-20,1610612737,1610612748,2019,129.0,124.0,253.0,56,15,41,0.268,9-17,6-24
2020-02-20,1610612755,1610612751,2019,112.0,104.0,216.0,55,34,21,0.618,25-2,9-19
2020-02-20,1610612741,1610612766,2019,93.0,103.0,196.0,55,19,36,0.345,11-16,8-20
2020-02-20,1610612758,1610612763,2019,129.0,125.0,254.0,54,21,33,0.389,11-15,10-18
2020-02-20,1610612744,1610612745,2019,105.0,135.0,240.0,55,12,43,0.218,7-19,5-24
2020-02-13,1610612738,1610612746,2019,141.0,133.0,274.0,53,37,16,0.698,22-5,15-11
2020-02-13,1610612740,1610612760,2019,118.0,123.0,241.0,54,23,31,0.426,11-16,12-15
2020-02-12,1610612739,1610612737,2019,127.0,105.0,232.0,53,13,40,0.245,6-22,7-18
2020-02-12,1610612753,1610612765,2019,116.0,112.0,228.0,54,23,31,0.426,14-13,9-18
2020-02-12,1610612751,1610612761,2019,101.0,91.0,192.0,52,24,28,0.462,15-12,9-16
2020-02-12,1610612754,1610612749,2019,118.0,111.0,229.0,54,31,23,0.574,18-10,13-13
2020-02-12,1610612752,1610612764,2019,96.0,114.0,210.0,54,17,37,0.315,8-18,9-19
2020-02-12,1610612763,1610612757,2019,111.0,104.0,215.0,53,27,26,0.509,15-13,12-13
2020-02-12,1610612750,1610612766,2019,108.0,115.0,223.0,52,16,36,0.308,7-19,9-17
2020-02-12,1610612742,1610612758,2019,130.0,111.0,241.0,54,32,22,0.593,14-14,18-8
2020-02-12,1610612756,1610612744,2019,112.0,106.0,218.0,54,21,33,0.389,10-18,11-15
2020-02-12,1610612762,1610612748,2019,116.0,101.0,217.0,53,35,18,0.66,19-5,16-13
2020-02-12,1610612743,1610612747,2019,116.0,120.0,236.0,54,38,16,0.7040000000000001,21-6,17-10
2020-02-11,1610612755,1610612746,2019,110.0,103.0,213.0,54,33,21,0.611,24-2,9-19
2020-02-11,1610612764,1610612741,2019,126.0,114.0,240.0,51,18,33,0.353,12-13,6-20
2020-02-11,1610612740,1610612757,2019,138.0,117.0,255.0,53,22,31,0.415,10-16,12-15
2020-02-11,1610612760,1610612759,2019,106.0,114.0,220.0,53,32,21,0.604,17-11,15-10
2020-02-11,1610612745,1610612738,2019,116.0,105.0,221.0,53,33,20,0.623,18-8,15-12
2020-02-10,1610612765,1610612766,2019,76.0,87.0,163.0,55,19,36,0.345,11-18,8-18
2020-02-10,1610612754,1610612751,2019,105.0,106.0,211.0,53,31,22,0.585,18-9,13-13
2020-02-10,1610612753,1610612737,2019,135.0,126.0,261.0,53,22,31,0.415,13-13,9-18
2020-02-10,1610612761,1610612750,2019,137.0,126.0,263.0,53,39,14,0.736,20-7,19-7
2020-02-10,1610612749,1610612758,2019,123.0,111.0,234.0,52,45,7,0.865,24-3,21-4
2020-02-10,1610612742,1610612762,2019,119.0,123.0,242.0,53,32,21,0.604,14-13,18-8
2020-02-10,1610612743,1610612759,2019,127.0,120.0,247.0,53,37,16,0.698,20-6,17-10
2020-02-10,1610612744,1610612748,2019,101.0,113.0,214.0,53,12,41,0.226,7-18,5-23
2020-02-10,1610612747,1610612756,2019,125.0,100.0,225.0,51,39,12,0.765,17-7,22-5
2020-02-09,1610612760,1610612738,2019,111.0,112.0,223.0,52,32,20,0.615,17-10,15-10
2020-02-09,1610612737,1610612752,2019,140.0,135.0,275.0,53,14,39,0.264,8-17,6-22
2020-02-09,1610612755,1610612741,2019,118.0,111.0,229.0,53,32,21,0.604,23-2,9-19
2020-02-09,1610612764,1610612763,2019,99.0,106.0,205.0,50,18,32,0.36,12-12,6-20
2020-02-09,1610612745,1610612762,2019,113.0,114.0,227.0,52,33,19,0.635,18-7,15-12
2020-02-09,1610612739,1610612746,2019,92.0,133.0,225.0,52,13,39,0.25,6-21,7-18
2020-02-09,1610612757,1610612748,2019,115.0,109.0,224.0,53,24,29,0.45299999999999996,14-11,10-18
2020-02-08,1610612753,1610612749,2019,95.0,111.0,206.0,52,22,30,0.423,13-12,9-18
2020-02-08,1610612766,1610612742,2019,100.0,116.0,216.0,51,16,35,0.314,8-16,8-19
2020-02-08,1610612765,1610612752,2019,92.0,95.0,187.0,54,19,35,0.35200000000000004,11-17,8-18
2020-02-08,1610612754,1610612740,2019,117.0,124.0,241.0,52,31,21,0.596,18-8,13-13
2020-02-08,1610612761,1610612751,2019,119.0,118.0,237.0,52,38,14,0.731,19-7,19-7
2020-02-08,1610612750,1610612746,2019,142.0,115.0,257.0,50,15,35,0.3,6-19,9-16
2020-02-08,1610612744,1610612747,2019,120.0,125.0,245.0,52,12,40,0.231,7-17,5-23
2020-02-08,1610612756,1610612743,2019,108.0,117.0,225.0,52,21,31,0.40399999999999997,10-17,11-14
2020-02-08,1610612758,1610612759,2019,122.0,102.0,224.0,51,20,31,0.392,10-15,10-16
2020-02-07,1610612755,1610612763,2019,119.0,107.0,226.0,52,31,21,0.596,22-2,9-19
2020-02-07,1610612764,1610612742,2019,119.0,118.0,237.0,49,17,32,0.34700000000000003,11-12,6-20
2020-02-07,1610612738,1610612737,2019,112.0,107.0,219.0,50,35,15,0.7,21-5,14-10
2020-02-07,1610612754,1610612761,2019,106.0,115.0,221.0,51,31,20,0.608,18-7,13-13
2020-02-07,1610612760,1610612765,2019,108.0,101.0,209.0,51,31,20,0.608,16-10,15-10
2020-02-07,1610612756,1610612745,2019,127.0,91.0,218.0,51,20,31,0.392,9-17,11-14
2020-02-07,1610612758,1610612748,2019,105.0,97.0,202.0,50,19,31,0.38,9-15,10-16
2020-02-07,1610612762,1610612757,2019,117.0,114.0,231.0,50,32,18,0.64,18-5,14-13
2020-02-06,1610612752,1610612753,2019,105.0,103.0,208.0,51,15,36,0.294,7-18,8-18
2020-02-06,1610612741,1610612740,2019,119.0,125.0,244.0,52,19,33,0.365,11-15,8-18
2020-02-06,1610612749,1610612755,2019,112.0,101.0,213.0,50,43,7,0.86,23-3,20-4
2020-02-06,1610612757,1610612759,2019,125.0,117.0,242.0,51,23,28,0.451,13-11,10-17
2020-02-06,1610612747,1610612745,2019,111.0,121.0,232.0,49,38,11,0.7759999999999999,17-6,21-5
2020-02-05,1610612765,1610612756,2019,116.0,108.0,224.0,52,18,34,0.34600000000000003,10-17,8-17
2020-02-05,1610612738,1610612753,2019,116.0,100.0,216.0,49,34,15,0.6940000000000001,20-5,14-10
2020-02-05,1610612751,1610612744,2019,129.0,88.0,217.0,49,22,27,0.449,14-12,8-15
2020-02-05,1610612761,1610612754,2019,119.0,118.0,237.0,50,36,14,0.72,18-7,18-7
2020-02-05,1610612750,1610612737,2019,120.0,127.0,247.0,49,15,34,0.306,6-18,9-16
2020-02-05,1610612760,1610612739,2019,109.0,103.0,212.0,50,30,20,0.6,15-10,15-10
2020-02-05,1610612742,1610612763,2019,107.0,121.0,228.0,50,31,19,0.62,14-12,17-7
2020-02-05,1610612762,1610612743,2019,95.0,98.0,193.0,49,32,17,0.653,18-4,14-13
2020-02-05,1610612746,1610612748,2019,128.0,111.0,239.0,50,35,15,0.7,21-5,14-10
2020-02-04,1610612740,1610612749,2019,108.0,120.0,228.0,50,20,30,0.4,10-15,10-15
2020-02-04,1610612745,1610612766,2019,125.0,110.0,235.0,49,31,18,0.633,17-7,14-11
2020-02-04,1610612743,1610612757,2019,127.0,99.0,226.0,50,34,16,0.68,19-6,15-10
2020-02-04,1610612747,1610612759,2019,129.0,102.0,231.0,48,37,11,0.7709999999999999,16-6,21-5
2020-02-03,1610612766,1610612753,2019,100.0,112.0,212.0,49,16,33,0.327,8-15,8-18
2020-02-03,1610612739,1610612752,2019,134.0,139.0,273.0,50,13,37,0.26,6-20,7-17
2020-02-03,1610612754,1610612742,2019,103.0,112.0,215.0,49,31,18,0.633,18-6,13-12
2020-02-03,1610612764,1610612744,2019,117.0,125.0,242.0,48,17,31,0.354,11-11,6-20
2020-02-03,1610612737,1610612738,2019,115.0,123.0,238.0,50,13,37,0.26,8-16,5-21
2020-02-03,1610612751,1610612756,2019,119.0,97.0,216.0,48,21,27,0.438,13-12,8-15
2020-02-03,1610612748,1610612755,2019,137.0,106.0,243.0,48,33,15,0.688,21-3,12-12
2020-02-03,1610612763,1610612765,2019,96.0,82.0,178.0,49,24,25,0.49,14-13,10-12
2020-02-03,1610612758,1610612750,2019,113.0,109.0,222.0,49,18,31,0.3670000000000001,8-15,10-16
2020-02-03,1610612746,1610612759,2019,108.0,105.0,213.0,49,34,15,0.6940000000000001,20-5,14-10
2020-02-02,1610612765,1610612743,2019,128.0,123.0,251.0,50,17,33,0.34,9-17,8-16
2020-02-02,1610612745,1610612740,2019,117.0,109.0,226.0,48,30,18,0.625,16-7,14-11
2020-02-02,1610612749,1610612756,2019,129.0,108.0,237.0,48,41,7,0.8540000000000001,22-3,19-4
2020-02-02,1610612761,1610612741,2019,129.0,102.0,231.0,49,35,14,0.7140000000000001,17-7,18-7
2020-02-01,1610612746,1610612750,2019,118.0,106.0,224.0,48,33,15,0.688,19-5,14-10
2020-02-01,1610612754,1610612752,2019,85.0,92.0,177.0,48,31,17,0.6459999999999999,18-5,13-12
2020-02-01,1610612753,1610612748,2019,89.0,102.0,191.0,48,21,27,0.438,13-11,8-16
2020-02-01,1610612739,1610612744,2019,112.0,131.0,243.0,49,13,36,0.265,6-19,7-17
2020-02-01,1610612764,1610612751,2019,113.0,107.0,220.0,47,16,31,0.34,10-11,6-20
2020-02-01,1610612738,1610612755,2019,116.0,95.0,211.0,47,32,15,0.6809999999999999,19-5,13-10
2020-02-01,1610612742,1610612737,2019,123.0,100.0,223.0,48,29,19,0.604,13-12,16-7
2020-02-01,1610612759,1610612766,2019,114.0,90.0,204.0,47,21,26,0.447,13-12,8-14
2020-02-01,1610612758,1610612747,2019,113.0,129.0,242.0,48,18,30,0.375,8-14,10-16
2020-02-01,1610612757,1610612762,2019,124.0,107.0,231.0,49,22,27,0.449,12-11,10-16
2020-01-31,1610612765,1610612761,2019,92.0,105.0,197.0,49,17,32,0.34700000000000003,9-16,8-16
2020-01-31,1610612751,1610612741,2019,133.0,118.0,251.0,46,20,26,0.435,12-12,8-14
2020-01-31,1610612745,1610612742,2019,128.0,121.0,249.0,47,29,18,0.617,15-7,14-11
2020-01-31,1610612740,1610612763,2019,139.0,111.0,250.0,48,19,29,0.396,9-15,10-14
2020-01-31,1610612749,1610612743,2019,115.0,127.0,242.0,47,41,6,0.872,22-2,19-4
2020-01-31,1610612756,1610612760,2019,107.0,111.0,218.0,47,20,27,0.426,9-16,11-11
2020-01-31,1610612747,1610612757,2019,119.0,127.0,246.0,46,36,10,0.7829999999999999,16-5,20-5
2020-01-30,1610612739,1610612761,2019,109.0,115.0,224.0,48,13,35,0.271,6-18,7-17
2020-01-30,1610612764,1610612766,2019,121.0,107.0,228.0,46,15,31,0.326,9-11,6-20
2020-01-30,1610612737,1610612755,2019,127.0,117.0,244.0,48,12,36,0.25,7-16,5-20
2020-01-30,1610612738,1610612744,2019,119.0,104.0,223.0,46,31,15,0.674,18-5,13-10
2020-01-30,1610612743,1610612762,2019,106.0,100.0,206.0,47,32,15,0.6809999999999999,18-6,14-9
2020-01-30,1610612746,1610612758,2019,103.0,124.0,227.0,47,33,14,0.7020000000000001,19-4,14-10
2020-01-29,1610612754,1610612741,2019,115.0,106.0,221.0,47,30,17,0.638,17-5,13-12
2020-01-29,1610612751,1610612765,2019,125.0,115.0,240.0,45,19,26,0.42200000000000004,11-12,8-14
2020-01-29,1610612752,1610612763,2019,106.0,127.0,233.0,48,13,35,0.271,7-17,6-18
2020-01-29,1610612759,1610612762,2019,127.0,120.0,247.0,46,20,26,0.435,12-12,8-14
2020-01-29,1610612757,1610612745,2019,125.0,112.0,237.0,47,20,27,0.426,11-11,9-16
2020-01-29,1610612758,1610612760,2019,100.0,120.0,220.0,46,17,29,0.37,8-13,9-16
2020-01-28,1610612766,1610612752,2019,97.0,92.0,189.0,46,15,31,0.326,7-15,8-16
2020-01-28,1610612755,1610612744,2019,115.0,104.0,219.0,47,30,17,0.638,21-2,9-15
2020-01-28,1610612739,1610612740,2019,111.0,125.0,236.0,47,13,34,0.27699999999999997,6-17,7-17
2020-01-28,1610612761,1610612737,2019,130.0,114.0,244.0,46,32,14,0.696,16-7,16-7
2020-01-28,1610612748,1610612738,2019,101.0,109.0,210.0,46,32,14,0.696,21-2,11-12
2020-01-28,1610612763,1610612743,2019,104.0,96.0,200.0,46,22,24,0.478,13-13,9-11
2020-01-28,1610612749,1610612764,2019,151.0,131.0,282.0,46,40,6,0.87,21-2,19-4
2020-01-28,1610612742,1610612756,2019,104.0,133.0,237.0,46,29,17,0.63,13-11,16-6
2020-01-27,1610612765,1610612739,2019,100.0,115.0,215.0,47,17,30,0.36200000000000004,9-15,8-15
2020-01-27,1610612748,1610612753,2019,113.0,92.0,205.0,45,31,14,0.6890000000000001,20-2,11-12
2020-01-27,1610612741,1610612759,2019,110.0,109.0,219.0,48,18,30,0.375,10-15,8-15
2020-01-27,1610612750,1610612758,2019,129.0,133.0,262.0,46,15,31,0.326,6-17,9-14
2020-01-27,1610612760,1610612742,2019,97.0,107.0,204.0,47,28,19,0.596,15-9,13-10
2020-01-27,1610612762,1610612745,2019,117.0,126.0,243.0,45,32,13,0.711,18-3,14-10
2020-01-26,1610612743,1610612745,2019,117.0,110.0,227.0,45,31,14,0.6890000000000001,17-6,14-8
2020-01-26,1610612759,1610612761,2019,106.0,110.0,216.0,44,20,24,0.455,12-11,8-13
2020-01-26,1610612737,1610612764,2019,152.0,133.0,285.0,46,11,35,0.239,6-16,5-19
2020-01-26,1610612752,1610612751,2019,110.0,97.0,207.0,46,12,34,0.261,6-17,6-17
2020-01-26,1610612753,1610612746,2019,97.0,112.0,209.0,46,21,25,0.457,13-10,8-15
2020-01-26,1610612763,1610612756,2019,114.0,109.0,223.0,45,21,24,0.467,12-13,9-11
2020-01-26,1610612740,1610612738,2019,123.0,108.0,231.0,46,17,29,0.37,8-15,9-14
2020-01-26,1610612757,1610612754,2019,139.0,129.0,268.0,46,19,27,0.413,10-11,9-16
2020-01-25,1610612762,1610612742,2019,112.0,107.0,219.0,44,31,13,0.705,17-3,14-10
2020-01-25,1610612765,1610612751,2019,111.0,121.0,232.0,46,17,29,0.37,9-14,8-15
2020-01-25,1610612739,1610612741,2019,106.0,118.0,224.0,45,12,33,0.267,6-16,6-17
2020-01-25,1610612750,1610612760,2019,104.0,113.0,217.0,45,15,30,0.33299999999999996,6-16,9-14
2020-01-25,1610612755,1610612747,2019,108.0,91.0,199.0,46,29,17,0.63,20-2,9-15
2020-01-24,1610612766,1610612749,2019,103.0,116.0,219.0,45,15,30,0.33299999999999996,7-14,8-16
2020-01-24,1610612765,1610612763,2019,112.0,125.0,237.0,45,17,28,0.37799999999999995,9-13,8-15
2020-01-24,1610612753,1610612738,2019,98.0,109.0,207.0,45,21,24,0.467,13-9,8-15
2020-01-24,1610612752,1610612761,2019,112.0,118.0,230.0,45,12,33,0.267,6-16,6-17
2020-01-24,1610612748,1610612746,2019,117.0,122.0,239.0,44,31,13,0.705,20-1,11-12
2020-01-24,1610612741,1610612758,2019,81.0,98.0,179.0,46,17,29,0.37,10-14,7-15
2020-01-24,1610612750,1610612745,2019,124.0,131.0,255.0,44,15,29,0.341,6-15,9-14
2020-01-24,1610612740,1610612743,2019,106.0,113.0,219.0,45,17,28,0.37799999999999995,8-14,9-14
2020-01-24,1610612760,1610612737,2019,140.0,111.0,251.0,45,26,19,0.578,14-9,12-10
2020-01-24,1610612759,1610612756,2019,99.0,103.0,202.0,43,20,23,0.465,12-10,8-13
2020-01-24,1610612744,1610612754,2019,118.0,129.0,247.0,46,10,36,0.217,7-16,3-20
2020-01-23,1610612739,1610612764,2019,112.0,124.0,236.0,44,12,32,0.273,6-15,6-17
2020-01-23,1610612751,1610612747,2019,113.0,128.0,241.0,42,18,24,0.429,11-11,7-13
2020-01-23,1610612757,1610612742,2019,125.0,133.0,258.0,45,19,26,0.42200000000000004,10-10,9-16
2020-01-22,1610612765,1610612758,2019,127.0,106.0,233.0,44,16,28,0.364,8-13,8-15
2020-01-22,1610612753,1610612760,2019,114.0,120.0,234.0,44,21,23,0.47700000000000004,13-8,8-15
2020-01-22,1610612761,1610612755,2019,107.0,95.0,202.0,43,29,14,0.674,15-7,14-7
2020-01-22,1610612737,1610612746,2019,102.0,95.0,197.0,44,10,34,0.22699999999999998,5-16,5-18
2020-01-22,1610612738,1610612763,2019,119.0,95.0,214.0,42,28,14,0.667,17-5,11-9
2020-01-22,1610612748,1610612764,2019,134.0,129.0,263.0,43,30,13,0.698,19-1,11-12
2020-01-22,1610612752,1610612747,2019,92.0,100.0,192.0,44,12,32,0.273,6-15,6-17
2020-01-22,1610612741,1610612750,2019,117.0,110.0,227.0,45,16,29,0.35600000000000004,9-14,7-15
2020-01-22,1610612745,1610612743,2019,121.0,105.0,226.0,42,26,16,0.619,14-7,12-9
2020-01-22,1610612756,1610612754,2019,87.0,112.0,199.0,43,18,25,0.419,9-15,9-10
2020-01-22,1610612740,1610612759,2019,117.0,121.0,238.0,44,17,27,0.386,8-13,9-14
2020-01-22,1610612744,1610612762,2019,96.0,129.0,225.0,45,10,35,0.222,7-15,3-20
2020-01-21,1610612742,1610612746,2019,107.0,110.0,217.0,42,27,15,0.643,13-10,14-5
2020-01-20,1610612764,1610612765,2019,106.0,100.0,206.0,41,13,28,0.317,8-11,5-17
2020-01-20,1610612737,1610612761,2019,117.0,122.0,239.0,43,10,33,0.233,5-15,5-18
2020-01-20,1610612751,1610612755,2019,111.0,117.0,228.0,41,18,23,0.439,11-10,7-13
2020-01-20,1610612766,1610612753,2019,83.0,106.0,189.0,44,15,29,0.341,7-13,8-16
2020-01-20,1610612739,1610612752,2019,86.0,106.0,192.0,43,12,31,0.27899999999999997,6-14,6-17
2020-01-20,1610612748,1610612758,2019,118.0,113.0,231.0,42,29,13,0.69,18-1,11-12
2020-01-20,1610612745,1610612760,2019,107.0,112.0,219.0,41,26,15,0.634,14-6,12-9
2020-01-20,1610612763,1610612740,2019,116.0,126.0,242.0,42,20,22,0.47600000000000003,12-12,8-10
2020-01-20,1610612749,1610612741,2019,111.0,98.0,209.0,44,38,6,0.8640000000000001,20-2,18-4
2020-01-20,1610612738,1610612747,2019,139.0,107.0,246.0,41,27,14,0.659,16-5,11-9
2020-01-20,1610612750,1610612743,2019,100.0,107.0,207.0,42,15,27,0.35700000000000004,6-14,9-13
2020-01-20,1610612756,1610612759,2019,118.0,120.0,238.0,42,18,24,0.429,9-14,9-10
2020-01-20,1610612762,1610612754,2019,118.0,88.0,206.0,42,29,13,0.69,16-3,13-10
2020-01-20,1610612757,1610612744,2019,129.0,124.0,253.0,44,18,26,0.409,9-10,9-16
2020-01-19,1610612759,1610612748,2019,107.0,102.0,209.0,40,17,23,0.425,11-10,6-13
2020-01-19,1610612743,1610612754,2019,107.0,115.0,222.0,41,29,12,0.7070000000000001,17-5,12-7
2020-01-18,1610612740,1610612746,2019,130.0,133.0,263.0,42,16,26,0.381,8-12,8-14
2020-01-18,1610612751,1610612749,2019,97.0,117.0,214.0,40,18,22,0.45,11-9,7-13
2020-01-18,1610612738,1610612756,2019,119.0,123.0,242.0,40,27,13,0.675,16-4,11-9
2020-01-18,1610612737,1610612765,2019,103.0,136.0,239.0,42,10,32,0.23800000000000002,5-14,5-18
2020-01-18,1610612752,1610612755,2019,87.0,90.0,177.0,42,11,31,0.262,6-14,5-17
2020-01-18,1610612741,1610612739,2019,118.0,116.0,234.0,43,15,28,0.349,8-14,7-14
2020-01-18,1610612750,1610612761,2019,112.0,122.0,234.0,41,15,26,0.366,6-13,9-13
2020-01-18,1610612745,1610612747,2019,115.0,124.0,239.0,40,26,14,0.65,14-5,12-9
