GAME_DATE_EST,HOME_TEAM_ID,VISITOR_TEAM_ID,SEASON,PTS_home,PTS_away,point_total,point_average_last10,point_againts_average_last10,away_point_average_last10,away_point_againts_average_last10,cgp,wins,losses,winpercent,cgp_away,wins_away,losses_away,winpercen_away,hometeam-homewins,hometeam-awaywins,awayteam-homewins,awayteam-awaywins,avgpointtotal_home,avgpointtotal_away,meanpointtotal
2019-02-25,1610612765,1610612754,2018,113.0,109.0,222.0,100.85,105.95,92.05,92.25,58,28,30,0.483,60,40,20,0.667,17,11,23,17,206.0,187.28,196.64
2019-02-25,1610612751,1610612759,2018,101.0,85.0,186.0,96.7,98.4,107.75,96.55,61,31,30,0.508,61,33,28,0.541,17,14,22,11,196.96,204.12,200.54000000000002
2019-02-25,1610612748,1610612756,2018,121.0,124.0,245.0,97.25,95.5,106.25,103.85,58,26,32,0.448,61,11,50,0.18,11,15,7,4,195.0,212.88,203.94
2019-02-25,1610612741,1610612749,2018,106.0,117.0,223.0,94.0,91.0,99.8,108.15,60,16,44,0.267,59,45,14,0.763,7,9,25,20,185.44,200.48,192.95999999999998
2019-02-25,1610612745,1610612737,2018,119.0,111.0,230.0,112.7,109.85,96.35,95.7,59,34,25,0.5760000000000001,60,20,40,0.333,20,14,10,10,216.24,199.44,207.84
2019-02-25,1610612763,1610612747,2018,110.0,105.0,215.0,98.25,97.5,107.3,114.65,61,23,38,0.377,59,29,30,0.4920000000000001,14,9,17,12,193.96,219.28,206.62
2019-02-25,1610612750,1610612758,2018,112.0,105.0,217.0,110.05,111.2,97.75,101.5,59,28,31,0.475,59,31,28,0.525,19,9,19,12,209.4,207.08,208.24
2019-02-25,1610612740,1610612755,2018,110.0,111.0,221.0,100.45,104.8,97.85,106.0,61,27,34,0.443,60,38,22,0.633,18,9,24,14,200.8,207.68,204.24
2019-02-25,1610612746,1610612742,2018,121.0,112.0,233.0,109.85,106.5,104.45,102.7,61,33,28,0.541,59,26,33,0.441,16,17,20,6,214.36,213.0,213.68
2019-02-24,1610612761,1610612753,2018,98.0,113.0,211.0,100.6,99.2,96.55,103.5,60,44,16,0.733,60,27,33,0.45,25,19,16,11,206.0,203.64,204.82
2019-02-24,1610612743,1610612746,2018,123.0,96.0,219.0,109.2,110.3,109.85,106.5,58,40,18,0.69,60,33,27,0.55,25,15,16,17,217.04,214.36,215.7
2019-02-24,1610612752,1610612759,2018,130.0,118.0,248.0,101.2,97.2,107.75,96.55,59,11,48,0.18600000000000005,60,33,27,0.55,4,7,22,11,200.28,204.12,202.2
2019-02-23,1610612755,1610612757,2018,115.0,130.0,245.0,97.85,106.0,104.75,105.45,59,38,21,0.644,58,35,23,0.603,24,14,24,11,207.68,209.44,208.56
2019-02-23,1610612737,1610612756,2018,120.0,112.0,232.0,96.35,95.7,106.25,103.85,59,19,40,0.322,60,11,49,0.183,9,10,7,4,199.44,212.88,206.16
2019-02-23,1610612766,1610612751,2018,115.0,117.0,232.0,99.45,97.7,96.7,98.4,58,28,30,0.483,60,30,30,0.5,20,8,17,13,194.96,196.96,195.96
2019-02-23,1610612739,1610612763,2018,112.0,107.0,219.0,101.9,101.55,98.25,97.5,59,13,46,0.22,60,23,37,0.383,8,5,14,9,195.48,193.96,194.72
2019-02-23,1610612764,1610612754,2018,112.0,119.0,231.0,94.7,91.35,92.05,92.25,59,24,35,0.407,59,39,20,0.6609999999999999,17,7,23,16,193.0,187.28,190.14
2019-02-23,1610612740,1610612747,2018,128.0,115.0,243.0,100.45,104.8,107.3,114.65,60,26,34,0.433,58,29,29,0.5,17,9,17,12,200.8,219.28,210.04000000000002
2019-02-23,1610612748,1610612765,2018,96.0,119.0,215.0,97.25,95.5,100.85,105.95,57,26,31,0.456,57,27,30,0.474,11,15,17,10,195.0,206.0,200.5
2019-02-23,1610612741,1610612738,2018,126.0,116.0,242.0,94.0,91.0,99.65,105.5,59,15,44,0.254,59,37,22,0.627,6,9,23,14,185.44,195.08,190.26
2019-02-23,1610612760,1610612758,2018,116.0,119.0,235.0,101.8,103.4,97.75,101.5,58,38,20,0.655,58,30,28,0.517,21,17,19,11,210.36,207.08,208.72000000000003
2019-02-23,1610612749,1610612750,2018,140.0,128.0,268.0,99.8,108.15,110.05,111.2,58,44,14,0.759,58,28,30,0.483,24,20,19,9,200.48,209.4,204.94
2019-02-23,1610612744,1610612745,2018,112.0,118.0,230.0,107.5,105.85,112.7,109.85,58,42,16,0.7240000000000001,58,33,25,0.569,23,19,20,13,199.04,216.24,207.64
2019-02-23,1610612762,1610612742,2018,125.0,109.0,234.0,95.55,106.55,104.45,102.7,58,32,26,0.552,58,26,32,0.448,18,14,20,6,200.2,213.0,206.6
2019-02-22,1610612766,1610612764,2018,123.0,110.0,233.0,99.45,97.7,94.7,91.35,57,27,30,0.474,58,24,34,0.414,19,8,17,7,194.96,193.0,193.98000000000002
2019-02-22,1610612754,1610612740,2018,126.0,111.0,237.0,92.05,92.25,100.45,104.8,58,38,20,0.655,59,26,33,0.441,22,16,17,9,187.28,200.8,194.04000000000002
2019-02-22,1610612753,1610612741,2018,109.0,110.0,219.0,96.55,103.5,94.0,91.0,59,27,32,0.458,58,14,44,0.241,16,11,6,8,203.64,185.44,194.54
2019-02-22,1610612761,1610612759,2018,120.0,117.0,237.0,100.6,99.2,107.75,96.55,59,43,16,0.7290000000000001,59,33,26,0.5589999999999999,24,19,22,11,206.0,204.12,205.06
2019-02-22,1610612737,1610612765,2018,122.0,125.0,247.0,96.35,95.7,100.85,105.95,58,19,39,0.328,56,26,30,0.464,9,10,17,9,199.44,206.0,202.72
2019-02-22,1610612752,1610612750,2018,104.0,115.0,219.0,101.2,97.2,110.05,111.2,58,11,47,0.19,57,27,30,0.474,4,7,19,8,200.28,209.4,204.84
2019-02-22,1610612763,1610612746,2018,106.0,112.0,218.0,98.25,97.5,109.85,106.5,59,23,36,0.39,59,32,27,0.542,14,9,16,16,193.96,214.36,204.16000000000003
2019-02-22,1610612742,1610612743,2018,104.0,114.0,218.0,104.45,102.7,109.2,110.3,57,26,31,0.456,57,39,18,0.684,20,6,25,14,213.0,217.04,215.01999999999998
2019-02-22,1610612760,1610612762,2018,148.0,147.0,295.0,101.8,103.4,95.55,106.55,57,37,20,0.649,57,32,25,0.561,20,17,18,14,210.36,200.2,205.28
2019-02-21,1610612739,1610612756,2018,111.0,98.0,209.0,101.9,101.55,106.25,103.85,58,12,46,0.207,59,11,48,0.18600000000000005,7,5,7,4,195.48,212.88,204.18
2019-02-21,1610612755,1610612748,2018,106.0,102.0,208.0,97.85,106.0,97.25,95.5,58,37,21,0.638,56,26,30,0.464,23,14,11,15,207.68,195.0,201.34
2019-02-21,1610612751,1610612757,2018,99.0,113.0,212.0,96.7,98.4,104.75,105.45,59,30,29,0.508,57,34,23,0.596,17,13,24,10,196.96,209.44,203.2
2019-02-21,1610612749,1610612738,2018,98.0,97.0,195.0,99.8,108.15,99.65,105.5,57,43,14,0.754,58,37,21,0.638,23,20,23,14,200.48,195.08,197.78
2019-02-21,1610612744,1610612758,2018,125.0,123.0,248.0,107.5,105.85,97.75,101.5,57,41,16,0.7190000000000001,57,30,27,0.526,22,19,19,11,199.04,207.08,203.06
2019-02-21,1610612747,1610612745,2018,111.0,106.0,217.0,107.3,114.65,112.7,109.85,57,28,29,0.491,57,33,24,0.579,16,12,20,13,219.28,216.24,217.76
2019-02-14,1610612753,1610612766,2018,127.0,89.0,216.0,96.55,103.5,99.45,97.7,58,26,32,0.448,56,27,29,0.482,15,11,19,8,203.64,194.96,199.3
2019-02-14,1610612737,1610612752,2018,91.0,106.0,197.0,96.35,95.7,101.2,97.2,57,19,38,0.333,57,10,47,0.175,9,10,4,6,199.44,200.28,199.86
2019-02-14,1610612740,1610612760,2018,131.0,122.0,253.0,100.45,104.8,101.8,103.4,58,25,33,0.431,56,37,19,0.6609999999999999,16,9,20,17,200.8,210.36,205.58
2019-02-13,1610612739,1610612751,2018,139.0,148.0,287.0,101.9,101.55,96.7,98.4,57,12,45,0.211,58,29,29,0.5,7,5,17,12,195.48,196.96,196.22
2019-02-13,1610612754,1610612749,2018,97.0,106.0,203.0,92.05,92.25,99.8,108.15,57,38,19,0.667,56,42,14,0.75,22,16,23,19,187.28,200.48,193.88
2019-02-13,1610612738,1610612765,2018,118.0,110.0,228.0,99.65,105.5,100.85,105.95,57,36,21,0.632,55,26,29,0.473,22,14,17,9,195.08,206.0,200.54000000000002
2019-02-13,1610612752,1610612755,2018,111.0,126.0,237.0,101.2,97.2,97.85,106.0,56,10,46,0.179,57,36,21,0.632,4,6,23,13,200.28,207.68,203.98000000000002
2019-02-13,1610612761,1610612764,2018,129.0,120.0,249.0,100.6,99.2,94.7,91.35,58,42,16,0.7240000000000001,57,24,33,0.421,23,19,17,7,206.0,193.0,199.5
2019-02-13,1610612741,1610612763,2018,122.0,110.0,232.0,94.0,91.0,98.25,97.5,57,13,44,0.228,58,23,35,0.397,5,8,14,9,185.44,193.96,189.7
2019-02-13,1610612750,1610612745,2018,121.0,111.0,232.0,110.05,111.2,112.7,109.85,56,26,30,0.464,56,33,23,0.589,18,8,20,13,209.4,216.24,212.82
2019-02-13,1610612742,1610612748,2018,101.0,112.0,213.0,104.45,102.7,97.25,95.5,56,26,30,0.464,55,25,30,0.455,20,6,11,14,213.0,195.0,204.0
2019-02-13,1610612743,1610612758,2018,120.0,118.0,238.0,109.2,110.3,97.75,101.5,56,38,18,0.679,56,30,26,0.536,24,14,19,11,217.04,207.08,212.06
2019-02-13,1610612757,1610612744,2018,129.0,107.0,236.0,104.75,105.45,107.5,105.85,56,33,23,0.589,56,41,15,0.732,23,10,22,19,209.44,199.04,204.24
2019-02-13,1610612746,1610612756,2018,134.0,107.0,241.0,109.85,106.5,106.25,103.85,58,31,27,0.534,58,11,47,0.19,15,16,7,4,214.36,212.88,213.62
2019-02-12,1610612737,1610612747,2018,117.0,113.0,230.0,96.35,95.7,107.3,114.65,56,18,38,0.321,56,28,28,0.5,8,10,16,12,199.44,219.28,209.36
2019-02-12,1610612755,1610612738,2018,109.0,112.0,221.0,97.85,106.0,99.65,105.5,56,36,20,0.643,56,35,21,0.625,23,13,22,13,207.68,195.08,201.38
2019-02-12,1610612763,1610612759,2018,107.0,108.0,215.0,98.25,97.5,107.75,96.55,57,23,34,0.404,58,32,26,0.552,14,9,22,10,193.96,204.12,199.04000000000002
2019-02-12,1610612740,1610612753,2018,88.0,118.0,206.0,100.45,104.8,96.55,103.5,57,25,32,0.439,57,25,32,0.439,16,9,15,10,200.8,203.64,202.22
2019-02-12,1610612744,1610612762,2018,115.0,108.0,223.0,107.5,105.85,95.55,106.55,55,40,15,0.727,56,32,24,0.5710000000000001,21,19,18,14,199.04,200.2,199.62
2019-02-11,1610612739,1610612752,2018,107.0,104.0,211.0,101.9,101.55,101.2,97.2,56,11,45,0.196,55,10,45,0.182,6,5,4,6,195.48,200.28,197.88
2019-02-11,1610612765,1610612764,2018,121.0,112.0,233.0,100.85,105.95,94.7,91.35,54,25,29,0.463,56,24,32,0.429,16,9,17,7,206.0,193.0,199.5
2019-02-11,1610612754,1610612766,2018,99.0,90.0,189.0,92.05,92.25,99.45,97.7,56,37,19,0.6609999999999999,55,27,28,0.491,21,16,19,8,187.28,194.96,191.12
2019-02-11,1610612761,1610612751,2018,127.0,125.0,252.0,100.6,99.2,96.7,98.4,57,41,16,0.7190000000000001,57,29,28,0.509,22,19,17,12,206.0,196.96,201.48000000000002
2019-02-11,1610612741,1610612749,2018,99.0,112.0,211.0,94.0,91.0,99.8,108.15,56,13,43,0.232,55,41,14,0.745,5,8,23,18,185.44,200.48,192.95999999999998
2019-02-11,1610612745,1610612742,2018,120.0,104.0,224.0,112.7,109.85,104.45,102.7,55,32,23,0.5820000000000001,55,26,29,0.473,19,13,20,6,216.24,213.0,214.62
2019-02-11,1610612750,1610612746,2018,130.0,120.0,250.0,110.05,111.2,109.85,106.5,55,25,30,0.455,57,31,26,0.544,17,8,15,16,209.4,214.36,211.88
2019-02-11,1610612760,1610612757,2018,120.0,111.0,231.0,101.8,103.4,104.75,105.45,55,36,19,0.655,55,33,22,0.6,19,17,23,10,210.36,209.44,209.9
2019-02-11,1610612743,1610612748,2018,103.0,87.0,190.0,109.2,110.3,97.25,95.5,55,37,18,0.6729999999999999,54,25,29,0.463,23,14,11,14,217.04,195.0,206.01999999999998
2019-02-10,1610612742,1610612757,2018,102.0,101.0,203.0,104.45,102.7,104.75,105.45,54,25,29,0.463,54,33,21,0.611,19,6,23,10,213.0,209.44,211.22
2019-02-10,1610612755,1610612747,2018,143.0,120.0,263.0,97.85,106.0,107.3,114.65,55,35,20,0.636,55,28,27,0.509,22,13,16,12,207.68,219.28,213.48000000000002
2019-02-10,1610612758,1610612756,2018,117.0,104.0,221.0,97.75,101.5,106.25,103.85,55,29,26,0.527,57,11,46,0.193,18,11,7,4,207.08,212.88,209.98000000000002
2019-02-10,1610612737,1610612753,2018,108.0,124.0,232.0,96.35,95.7,96.55,103.5,55,18,37,0.327,56,24,32,0.429,8,10,15,9,199.44,203.64,201.54
2019-02-10,1610612744,1610612748,2018,120.0,118.0,238.0,107.5,105.85,97.25,95.5,54,39,15,0.722,53,25,28,0.472,20,19,11,14,199.04,195.0,197.01999999999998
2019-02-09,1610612762,1610612759,2018,125.0,105.0,230.0,95.55,106.55,107.75,96.55,55,31,24,0.564,57,32,25,0.561,17,14,22,10,200.2,204.12,202.16
2019-02-09,1610612754,1610612739,2018,105.0,90.0,195.0,92.05,92.25,101.9,101.55,55,36,19,0.655,55,11,44,0.2,20,16,6,5,187.28,195.48,191.38
2019-02-09,1610612737,1610612766,2018,120.0,129.0,249.0,96.35,95.7,99.45,97.7,54,18,36,0.333,54,26,28,0.481,8,10,19,7,199.44,194.96,197.2
2019-02-09,1610612752,1610612761,2018,99.0,104.0,203.0,101.2,97.2,100.6,99.2,54,10,44,0.185,56,40,16,0.7140000000000001,4,6,22,18,200.28,206.0,203.14
2019-02-09,1610612738,1610612746,2018,112.0,123.0,235.0,99.65,105.5,109.85,106.5,55,35,20,0.636,56,30,26,0.536,22,13,15,15,195.08,214.36,204.72000000000003
2019-02-09,1610612741,1610612764,2018,125.0,134.0,259.0,94.0,91.0,94.7,91.35,55,13,42,0.236,55,23,32,0.418,5,8,17,6,185.44,193.0,189.22
2019-02-09,1610612763,1610612740,2018,99.0,90.0,189.0,98.25,97.5,100.45,104.8,56,22,34,0.393,56,25,31,0.446,13,9,16,9,193.96,200.8,197.38
2019-02-09,1610612745,1610612760,2018,112.0,117.0,229.0,112.7,109.85,101.8,103.4,54,32,22,0.593,54,35,19,0.648,19,13,19,16,216.24,210.36,213.3
2019-02-09,1610612749,1610612753,2018,83.0,103.0,186.0,99.8,108.15,96.55,103.5,54,41,13,0.759,55,23,32,0.418,23,18,15,8,200.48,203.64,202.06
2019-02-08,1610612765,1610612752,2018,120.0,103.0,223.0,100.85,105.95,101.2,97.2,53,24,29,0.453,53,10,43,0.189,15,9,4,6,206.0,200.28,203.14
2019-02-08,1610612755,1610612743,2018,117.0,110.0,227.0,97.85,106.0,109.2,110.3,54,34,20,0.63,54,37,17,0.685,21,13,23,14,207.68,217.04,212.36
2019-02-08,1610612764,1610612739,2018,119.0,106.0,225.0,94.7,91.35,101.9,101.55,54,22,32,0.407,54,11,43,0.204,16,6,6,5,193.0,195.48,194.24
2019-02-08,1610612751,1610612741,2018,106.0,125.0,231.0,96.7,98.4,94.0,91.0,56,29,27,0.518,54,12,42,0.222,17,12,5,7,196.96,185.44,191.2
2019-02-08,1610612742,1610612749,2018,107.0,122.0,229.0,104.45,102.7,99.8,108.15,53,25,28,0.472,53,40,13,0.755,19,6,23,17,213.0,200.48,206.74
2019-02-08,1610612756,1610612744,2018,107.0,117.0,224.0,106.25,103.85,107.5,105.85,56,11,45,0.196,53,38,15,0.7170000000000001,7,4,20,18,212.88,199.04,205.95999999999998
2019-02-08,1610612740,1610612750,2018,122.0,117.0,239.0,100.45,104.8,110.05,111.2,55,24,31,0.436,54,25,29,0.463,15,9,17,8,200.8,209.4,205.10000000000002
2019-02-08,1610612758,1610612748,2018,102.0,96.0,198.0,97.75,101.5,97.25,95.5,54,28,26,0.519,52,25,27,0.481,17,11,11,14,207.08,195.0,201.04000000000002
2019-02-07,1610612754,1610612746,2018,116.0,92.0,208.0,92.05,92.25,109.85,106.5,54,35,19,0.648,55,30,25,0.545,19,16,15,15,187.28,214.36,200.82
2019-02-07,1610612753,1610612750,2018,122.0,112.0,234.0,96.55,103.5,110.05,111.2,54,22,32,0.407,53,25,28,0.472,14,8,17,8,203.64,209.4,206.51999999999998
2019-02-07,1610612737,1610612761,2018,101.0,119.0,220.0,96.35,95.7,100.6,99.2,53,18,35,0.34,55,39,16,0.7090000000000001,8,10,22,17,199.44,206.0,202.72
2019-02-07,1610612738,1610612747,2018,128.0,129.0,257.0,99.65,105.5,107.3,114.65,54,35,19,0.648,54,27,27,0.5,22,13,16,11,195.08,219.28,207.18
2019-02-07,1610612760,1610612763,2018,117.0,95.0,212.0,101.8,103.4,98.25,97.5,53,34,19,0.642,55,22,33,0.4,18,16,13,9,210.36,193.96,202.16000000000003
2019-02-07,1610612757,1610612759,2018,127.0,118.0,245.0,104.75,105.45,107.75,96.55,53,32,21,0.604,56,32,24,0.5710000000000001,22,10,22,10,209.44,204.12,206.78
2019-02-06,1610612751,1610612743,2018,135.0,130.0,265.0,96.7,98.4,109.2,110.3,55,28,27,0.509,53,37,16,0.698,16,12,23,14,196.96,217.04,207.0
2019-02-06,1610612741,1610612740,2018,120.0,125.0,245.0,94.0,91.0,100.45,104.8,53,12,41,0.226,54,23,31,0.426,5,7,15,8,185.44,200.8,193.12
2019-02-06,1610612749,1610612764,2018,148.0,129.0,277.0,99.8,108.15,94.7,91.35,52,39,13,0.75,53,22,31,0.415,22,17,16,6,200.48,193.0,196.74
2019-02-06,1610612742,1610612766,2018,99.0,93.0,192.0,104.45,102.7,99.45,97.7,52,24,28,0.462,53,26,27,0.491,18,6,19,7,213.0,194.96,203.98000000000002
2019-02-06,1610612762,1610612756,2018,116.0,88.0,204.0,95.55,106.55,106.25,103.85,54,30,24,0.556,55,11,44,0.2,16,14,7,4,200.2,212.88,206.54
2019-02-06,1610612758,1610612745,2018,101.0,127.0,228.0,97.75,101.5,112.7,109.85,53,28,25,0.528,53,31,22,0.585,17,11,19,12,207.08,216.24,211.66000000000003
2019-02-06,1610612744,1610612759,2018,141.0,102.0,243.0,107.5,105.85,107.75,96.55,52,37,15,0.7120000000000001,55,32,23,0.5820000000000001,19,18,22,10,199.04,204.12,201.57999999999998
2019-02-05,1610612766,1610612746,2018,115.0,117.0,232.0,99.45,97.7,109.85,106.5,52,26,26,0.5,54,29,25,0.537,19,7,15,14,194.96,214.36,204.66000000000003
2019-02-05,1610612739,1610612738,2018,96.0,103.0,199.0,101.9,101.55,99.65,105.5,53,11,42,0.208,53,34,19,0.642,6,5,22,12,195.48,195.08,195.28
2019-02-05,1610612754,1610612747,2018,136.0,94.0,230.0,92.05,92.25,107.3,114.65,53,34,19,0.642,53,27,26,0.509,18,16,16,11,187.28,219.28,203.28
2019-02-05,1610612752,1610612765,2018,92.0,105.0,197.0,101.2,97.2,100.85,105.95,52,10,42,0.192,52,23,29,0.442,4,6,15,8,200.28,206.0,203.14
2019-02-05,1610612755,1610612761,2018,107.0,119.0,226.0,97.85,106.0,100.6,99.2,53,34,19,0.642,54,38,16,0.7040000000000001,21,13,22,16,207.68,206.0,206.84
2019-02-05,1610612763,1610612750,2018,108.0,106.0,214.0,98.25,97.5,110.05,111.2,54,21,33,0.389,52,25,27,0.481,12,9,17,8,193.96,209.4,201.68
2019-02-05,1610612760,1610612753,2018,132.0,122.0,254.0,101.8,103.4,96.55,103.5,52,33,19,0.635,53,22,31,0.415,17,16,14,8,210.36,203.64,207.0
2019-02-05,1610612757,1610612748,2018,108.0,118.0,226.0,104.75,105.45,97.25,95.5,52,32,20,0.615,51,24,27,0.471,22,10,11,13,209.44,195.0,202.22
2019-02-04,1610612765,1610612743,2018,129.0,103.0,232.0,100.85,105.95,109.2,110.3,51,22,29,0.431,52,37,15,0.7120000000000001,14,8,23,14,206.0,217.04,211.51999999999998
2019-02-04,1610612764,1610612737,2018,129.0,137.0,266.0,94.7,91.35,96.35,95.7,52,22,30,0.423,52,17,35,0.327,16,6,8,9,193.0,199.44,196.22
2019-02-04,1610612751,1610612749,2018,94.0,113.0,207.0,96.7,98.4,99.8,108.15,54,28,26,0.519,51,38,13,0.745,16,12,22,16,196.96,200.48,198.72
2019-02-04,1610612740,1610612754,2018,107.0,109.0,216.0,100.45,104.8,92.05,92.25,53,23,30,0.434,52,33,19,0.635,15,8,18,15,200.8,187.28,194.04000000000002
2019-02-04,1610612756,1610612745,2018,110.0,118.0,228.0,106.25,103.85,112.7,109.85,54,11,43,0.204,52,30,22,0.5770000000000001,7,4,19,11,212.88,216.24,214.56
2019-02-04,1610612758,1610612759,2018,127.0,112.0,239.0,97.75,101.5,107.75,96.55,52,27,25,0.519,54,32,22,0.593,16,11,22,10,207.08,204.12,205.60000000000002
2019-02-03,1610612752,1610612763,2018,84.0,96.0,180.0,101.2,97.2,98.25,97.5,51,10,41,0.196,53,20,33,0.377,4,6,12,8,200.28,193.96,197.12
2019-02-03,1610612738,1610612760,2018,134.0,129.0,263.0,99.65,105.5,101.8,103.4,52,33,19,0.635,51,33,18,0.647,21,12,17,16,195.08,210.36,202.72000000000003
2019-02-03,1610612761,1610612746,2018,121.0,103.0,224.0,100.6,99.2,109.85,106.5,53,37,16,0.698,53,29,24,0.547,21,16,15,14,206.0,214.36,210.18
2019-02-02,1610612765,1610612746,2018,101.0,111.0,212.0,100.85,105.95,109.85,106.5,50,22,28,0.44,52,28,24,0.5379999999999999,14,8,15,13,206.0,214.36,210.18
2019-02-02,1610612766,1610612741,2018,125.0,118.0,243.0,99.45,97.7,94.0,91.0,51,25,26,0.49,52,12,40,0.231,18,7,5,7,194.96,185.44,190.2
2019-02-02,1610612753,1610612751,2018,102.0,89.0,191.0,96.55,103.5,96.7,98.4,52,21,31,0.404,53,28,25,0.528,13,8,16,12,203.64,196.96,200.3
2019-02-02,1610612764,1610612749,2018,115.0,131.0,246.0,94.7,91.35,99.8,108.15,51,22,29,0.431,50,37,13,0.74,16,6,22,15,193.0,200.48,196.74
2019-02-02,1610612739,1610612742,2018,98.0,111.0,209.0,101.9,101.55,104.45,102.7,52,11,41,0.212,51,23,28,0.451,6,5,18,5,195.48,213.0,204.24
2019-02-02,1610612748,1610612754,2018,88.0,95.0,183.0,97.25,95.5,92.05,92.25,50,24,26,0.48,51,32,19,0.627,11,13,18,14,195.0,187.28,191.14
2019-02-02,1610612759,1610612740,2018,113.0,108.0,221.0,107.75,96.55,100.45,104.8,53,31,22,0.585,52,23,29,0.442,21,10,15,8,204.12,200.8,202.46
2019-02-02,1610612744,1610612747,2018,115.0,101.0,216.0,107.5,105.85,107.3,114.65,51,36,15,0.706,52,27,25,0.519,18,18,16,11,199.04,219.28,209.16
2019-02-02,1610612750,1610612743,2018,106.0,107.0,213.0,110.05,111.2,109.2,110.3,51,25,26,0.49,51,36,15,0.706,17,8,23,13,209.4,217.04,213.22
2019-02-02,1610612756,1610612737,2018,112.0,118.0,230.0,106.25,103.85,96.35,95.7,53,11,42,0.208,51,16,35,0.314,7,4,8,8,212.88,199.44,206.16
2019-02-02,1610612762,1610612745,2018,98.0,125.0,223.0,95.55,106.55,112.7,109.85,53,30,23,0.5660000000000001,51,29,22,0.569,16,14,19,10,200.2,216.24,208.22
2019-02-02,1610612758,1610612755,2018,115.0,108.0,223.0,97.75,101.5,97.85,106.0,51,26,25,0.51,52,34,18,0.654,15,11,21,13,207.08,207.68,207.38
2019-02-01,1610612766,1610612763,2018,100.0,92.0,192.0,99.45,97.7,98.25,97.5,50,24,26,0.48,52,20,32,0.385,17,7,12,8,194.96,193.96,194.46
2019-02-01,1610612752,1610612738,2018,99.0,113.0,212.0,101.2,97.2,99.65,105.5,50,10,40,0.2,51,32,19,0.627,4,6,21,11,200.28,195.08,197.68
2019-02-01,1610612748,1610612760,2018,102.0,118.0,220.0,97.25,95.5,101.8,103.4,49,24,25,0.49,50,32,18,0.64,11,13,17,15,195.0,210.36,202.68
2019-02-01,1610612762,1610612737,2018,128.0,112.0,240.0,95.55,106.55,96.35,95.7,52,29,23,0.5579999999999999,50,16,34,0.32,15,14,8,8,200.2,199.44,199.82
2019-02-01,1610612743,1610612745,2018,136.0,122.0,258.0,109.2,110.3,112.7,109.85,50,35,15,0.7,50,29,21,0.58,22,13,19,10,217.04,216.24,216.64
2019-01-31,1610612765,1610612742,2018,93.0,89.0,182.0,100.85,105.95,104.45,102.7,49,21,28,0.429,50,23,27,0.46,13,8,18,5,206.0,213.0,209.5
2019-01-31,1610612753,1610612754,2018,107.0,100.0,207.0,96.55,103.5,92.05,92.25,51,20,31,0.392,50,32,18,0.64,12,8,18,14,203.64,187.28,195.45999999999998
2019-01-31,1610612761,1610612749,2018,92.0,105.0,197.0,100.6,99.2,99.8,108.15,52,37,15,0.7120000000000001,49,36,13,0.735,21,16,22,14,206.0,200.48,203.24
2019-01-31,1610612759,1610612751,2018,117.0,114.0,231.0,107.75,96.55,96.7,98.4,52,30,22,0.5770000000000001,52,28,24,0.5379999999999999,20,10,16,12,204.12,196.96,200.54000000000002
2019-01-31,1610612744,1610612755,2018,104.0,113.0,217.0,107.5,105.85,97.85,106.0,50,36,14,0.72,51,33,18,0.647,18,18,21,12,199.04,207.68,203.36
2019-01-31,1610612746,1610612747,2018,120.0,123.0,243.0,109.85,106.5,107.3,114.65,51,28,23,0.5489999999999999,51,26,25,0.51,15,13,16,10,214.36,219.28,216.82
2019-01-30,1610612738,1610612766,2018,126.0,94.0,220.0,99.65,105.5,99.45,97.7,50,31,19,0.62,49,24,25,0.49,20,11,17,7,195.08,194.96,195.02
2019-01-30,1610612748,1610612741,2018,89.0,105.0,194.0,97.25,95.5,94.0,91.0,48,24,24,0.5,51,11,40,0.21600000000000005,11,13,5,6,195.0,185.44,190.22
2019-01-30,1610612752,1610612742,2018,90.0,114.0,204.0,101.2,97.2,104.45,102.7,49,10,39,0.204,49,22,27,0.449,4,6,18,4,200.28,213.0,206.64
2019-01-30,1610612764,1610612754,2018,107.0,89.0,196.0,94.7,91.35,92.05,92.25,50,21,29,0.42,49,32,17,0.653,15,6,18,14,193.0,187.28,190.14
2019-01-30,1610612750,1610612763,2018,99.0,97.0,196.0,110.05,111.2,98.25,97.5,50,24,26,0.48,51,20,31,0.392,16,8,12,8,209.4,193.96,201.68
2019-01-30,1610612740,1610612743,2018,99.0,105.0,204.0,100.45,104.8,109.2,110.3,51,23,28,0.451,49,34,15,0.6940000000000001,15,8,22,12,200.8,217.04,208.92000000000002
2019-01-30,1610612758,1610612737,2018,135.0,113.0,248.0,97.75,101.5,96.35,95.7,50,25,25,0.5,49,16,33,0.327,14,11,8,8,207.08,199.44,203.26
2019-01-30,1610612757,1610612762,2018,132.0,105.0,237.0,104.75,105.45,95.55,106.55,51,31,20,0.608,51,29,22,0.569,21,10,15,14,209.44,200.2,204.82
2019-01-29,1610612739,1610612764,2018,116.0,113.0,229.0,101.9,101.55,94.7,91.35,51,10,41,0.196,49,21,28,0.429,5,5,15,6,195.48,193.0,194.24
2019-01-29,1610612765,1610612749,2018,105.0,115.0,220.0,100.85,105.95,99.8,108.15,48,21,27,0.438,48,35,13,0.7290000000000001,13,8,22,13,206.0,200.48,203.24
2019-01-29,1610612753,1610612760,2018,117.0,126.0,243.0,96.55,103.5,101.8,103.4,50,20,30,0.4,49,31,18,0.633,12,8,17,14,203.64,210.36,207.0
