GAME_DATE_EST,HOME_TEAM_ID,VISITOR_TEAM_ID,SEASON,PTS_home,PTS_away,point_total,point_average_last10,point_againts_average_last10,away_point_average_last10,away_point_againts_average_last10,cgp,wins,losses,winpercent,cgp_away,wins_away,losses_away,winpercen_away,hometeam-homewins,hometeam-awaywins,awayteam-homewins,awayteam-awaywins,avgpointtotal_home,avgpointtotal_away,meanpointtotal
2014-01-15,1610612756,1610612747,2013,121.0,114.0,235.0,104.8,101.45,98.75,108.5,37,21,16,0.568,38,14,24,0.368,12,9,8,6,207.04,203.08,205.06
2014-01-15,1610612757,1610612739,2013,108.0,96.0,204.0,113.15,106.95,99.2,103.05,37,28,9,0.757,38,14,24,0.368,15,13,10,4,206.32,194.36,200.34
2014-01-15,1610612744,1610612743,2013,116.0,123.0,239.0,104.3,98.5,101.3,100.8,39,25,14,0.6409999999999999,37,19,18,0.514,12,13,11,8,198.04,203.6,200.82
2014-01-15,1610612746,1610612742,2013,129.0,127.0,256.0,104.65,96.85,102.0,99.75,39,26,13,0.667,39,23,16,0.59,17,9,14,9,207.4,203.08,205.24
2014-01-14,1610612766,1610612752,2013,108.0,98.0,206.0,97.0,100.25,96.15,97.85,38,15,23,0.395,37,15,22,0.405,8,7,7,8,186.28,190.48,188.38
2014-01-14,1610612754,1610612758,2013,116.0,92.0,208.0,96.7,89.8,105.35,105.7,36,29,7,0.8059999999999999,35,13,22,0.371,18,11,9,4,181.36,202.4,191.88
2014-01-14,1610612763,1610612760,2013,90.0,87.0,177.0,100.15,97.7,106.5,96.55,36,17,19,0.472,37,28,9,0.757,9,8,16,12,193.52,198.92,196.22
2014-01-14,1610612747,1610612739,2013,118.0,120.0,238.0,97.85,106.8,97.5,102.3,37,14,23,0.378,37,13,24,0.35100000000000003,8,6,10,3,201.52,194.36,197.94
2014-01-13,1610612761,1610612749,2013,116.0,94.0,210.0,99.3,95.2,93.15,99.9,35,18,17,0.514,36,7,29,0.194,8,10,3,4,195.88,189.44,192.66
2014-01-13,1610612738,1610612745,2013,92.0,104.0,196.0,97.0,100.8,101.6,101.3,38,13,25,0.342,38,24,14,0.632,8,5,15,9,192.52,203.96,198.24
2014-01-13,1610612752,1610612756,2013,98.0,96.0,194.0,97.3,97.2,104.55,102.05,36,14,22,0.389,36,21,15,0.583,6,8,12,9,189.24,207.04,198.14
2014-01-13,1610612741,1610612764,2013,88.0,102.0,190.0,88.95,88.95,95.95,98.3,35,17,18,0.486,35,16,19,0.457,11,6,7,9,182.16,195.16,188.66
2014-01-13,1610612740,1610612759,2013,95.0,101.0,196.0,100.15,104.1,106.85,99.2,36,15,21,0.417,37,29,8,0.784,9,6,15,14,198.72,204.12,201.42000000000002
2014-01-13,1610612742,1610612753,2013,107.0,88.0,195.0,101.95,100.95,92.4,99.15,38,22,16,0.579,37,10,27,0.27,13,9,7,3,203.28,195.44,199.36
2014-01-13,1610612762,1610612743,2013,118.0,103.0,221.0,96.6,101.85,101.75,99.8,38,12,26,0.316,36,19,17,0.528,7,5,11,8,192.88,203.6,198.24
2014-01-12,1610612758,1610612739,2013,124.0,80.0,204.0,104.15,107.0,98.3,102.4,34,12,22,0.353,36,13,23,0.361,8,4,10,3,203.04,194.36,198.7
2014-01-12,1610612763,1610612737,2013,108.0,101.0,209.0,98.85,98.05,102.8,101.35,35,16,19,0.457,37,20,17,0.541,8,8,14,6,193.04,193.6,193.32
2014-01-12,1610612759,1610612750,2013,104.0,86.0,190.0,106.65,100.45,109.35,104.35,36,28,8,0.778,36,18,18,0.5,14,14,11,7,204.12,205.48,204.8
2014-01-11,1610612761,1610612751,2013,96.0,80.0,176.0,99.3,95.6,97.75,99.1,34,17,17,0.5,36,15,21,0.417,7,10,10,5,197.08,191.44,194.26
2014-01-11,1610612764,1610612745,2013,107.0,114.0,221.0,96.4,98.15,101.5,101.25,34,16,18,0.471,37,23,14,0.622,7,9,15,8,194.36,203.96,199.16000000000003
2014-01-11,1610612765,1610612756,2013,110.0,108.0,218.0,99.45,104.75,104.75,101.6,37,15,22,0.405,35,21,14,0.6,6,9,12,9,201.48,207.04,204.26
2014-01-11,1610612755,1610612752,2013,92.0,102.0,194.0,103.8,112.6,96.95,97.45,36,12,24,0.333,35,13,22,0.371,7,5,6,7,210.92,189.24,200.07999999999998
2014-01-11,1610612741,1610612766,2013,103.0,97.0,200.0,87.55000000000003,88.7,96.25,99.55,34,16,18,0.471,37,15,22,0.405,10,6,8,7,181.64,186.28,183.95999999999998
2014-01-11,1610612760,1610612749,2013,101.0,85.0,186.0,107.1,97.45,93.9,100.25,36,27,9,0.75,35,7,28,0.2,15,12,3,4,198.84,189.44,194.14
2014-01-11,1610612742,1610612740,2013,110.0,107.0,217.0,101.6,100.55,99.45,103.7,37,21,16,0.568,35,15,20,0.429,12,9,9,6,203.12,198.72,200.92000000000002
2014-01-11,1610612743,1610612753,2013,120.0,94.0,214.0,100.4,100.25,91.85,99.2,35,18,17,0.514,36,10,26,0.278,10,8,7,3,204.12,195.44,199.78
2014-01-11,1610612757,1610612738,2013,112.0,104.0,216.0,113.1,106.95,96.6,99.5,36,27,9,0.75,37,13,24,0.35100000000000003,14,13,8,5,206.44,192.52,199.48000000000002
2014-01-10,1610612754,1610612764,2013,93.0,66.0,159.0,96.7,90.15,98.1,98.1,35,28,7,0.8,33,16,17,0.485,17,11,7,9,183.2,194.36,188.78
2014-01-10,1610612755,1610612765,2013,104.0,114.0,218.0,104.75,112.75,99.0,104.45,35,12,23,0.343,36,14,22,0.389,7,5,6,8,210.24,201.48,205.86
2014-01-10,1610612737,1610612745,2013,83.0,80.0,163.0,104.0,102.2,102.15,101.4,36,19,17,0.528,36,23,13,0.639,13,6,15,8,195.44,203.96,199.7
2014-01-10,1610612763,1610612756,2013,104.0,99.0,203.0,97.7,98.15,104.4,101.75,34,15,19,0.441,34,21,13,0.618,7,8,12,9,192.92,207.04,199.98
2014-01-10,1610612750,1610612766,2013,119.0,92.0,211.0,108.95,103.8,96.55,98.55,35,17,18,0.486,36,15,21,0.417,10,7,8,7,205.44,186.28,195.86
2014-01-10,1610612740,1610612742,2013,90.0,107.0,197.0,100.2,103.25,101.25,100.9,34,15,19,0.441,36,20,16,0.556,9,6,12,8,197.76,203.12,200.44
2014-01-10,1610612751,1610612748,2013,104.0,95.0,199.0,97.75,99.15,104.25,100.2,35,14,21,0.4,36,27,9,0.75,9,5,16,11,191.28,203.76,197.51999999999998
2014-01-10,1610612749,1610612741,2013,72.0,81.0,153.0,94.9,101.2,87.6,91.15,34,7,27,0.206,33,15,18,0.455,3,4,10,5,191.64,181.64,186.64
2014-01-10,1610612762,1610612739,2013,102.0,113.0,215.0,96.55,101.8,97.65,102.5,37,12,25,0.324,35,12,23,0.343,7,5,10,2,192.84,194.36,193.60000000000002
2014-01-10,1610612758,1610612753,2013,103.0,83.0,186.0,103.75,107.7,93.95,100.35,33,11,22,0.333,35,10,25,0.28600000000000003,7,4,7,3,204.84,195.44,200.14
2014-01-10,1610612744,1610612738,2013,99.0,97.0,196.0,103.4,98.05,96.45,98.9,38,24,14,0.632,36,13,23,0.361,11,13,8,5,199.08,192.52,195.8
2014-01-10,1610612746,1610612747,2013,123.0,87.0,210.0,103.5,97.75,98.8,105.65,38,25,13,0.6579999999999999,36,14,22,0.389,16,9,8,6,206.36,201.52,203.94
2014-01-09,1610612752,1610612748,2013,102.0,92.0,194.0,96.8,98.0,104.15,99.25,34,12,22,0.353,35,27,8,0.7709999999999999,5,7,16,11,189.08,203.76,196.42000000000002
2014-01-09,1610612743,1610612760,2013,101.0,88.0,189.0,100.2,100.6,107.9,97.95,34,17,17,0.5,35,27,8,0.7709999999999999,9,8,15,12,203.84,198.84,201.34
2014-01-08,1610612759,1610612742,2013,112.0,90.0,202.0,106.15,100.95,101.1,99.7,35,27,8,0.7709999999999999,35,20,15,0.5710000000000001,13,14,12,8,203.32,203.12,203.22
2014-01-08,1610612761,1610612765,2013,112.0,91.0,203.0,99.2,96.95,99.8,103.7,33,16,17,0.485,35,14,21,0.4,6,10,6,8,196.76,201.48,199.12
2014-01-08,1610612737,1610612754,2013,97.0,87.0,184.0,103.55,102.2,97.3,89.0,35,18,17,0.514,34,28,6,0.8240000000000001,12,6,17,11,196.6,183.2,189.89999999999998
2014-01-08,1610612751,1610612744,2013,102.0,98.0,200.0,96.8,99.9,103.9,97.05,34,13,21,0.382,37,24,13,0.649,8,5,11,13,191.36,199.08,195.22000000000003
2014-01-08,1610612740,1610612764,2013,96.0,102.0,198.0,102.15,103.05,97.4,98.1,33,15,18,0.455,32,15,17,0.469,9,6,7,8,196.76,194.36,195.56
2014-01-08,1610612745,1610612747,2013,113.0,99.0,212.0,102.2,101.2,99.15,105.1,35,22,13,0.629,35,14,21,0.4,14,8,8,6,203.8,201.52,202.66000000000003
2014-01-08,1610612750,1610612756,2013,103.0,104.0,207.0,108.7,103.7,104.4,101.4,34,17,17,0.5,33,20,13,0.606,10,7,12,8,204.56,207.04,205.8
2014-01-08,1610612757,1610612753,2013,110.0,94.0,204.0,112.9,107.35,93.25,99.75,35,26,9,0.743,34,10,24,0.294,13,13,7,3,205.76,195.44,200.6
2014-01-08,1610612746,1610612738,2013,111.0,105.0,216.0,102.6,96.5,95.85,98.55,37,24,13,0.649,35,13,22,0.371,15,9,8,5,205.84,192.52,199.18
2014-01-07,1610612766,1610612764,2013,83.0,97.0,180.0,96.1,98.65,97.45,98.5,35,15,20,0.429,31,14,17,0.452,8,7,7,7,186.28,194.36,190.32
2014-01-07,1610612739,1610612755,2013,111.0,93.0,204.0,97.0,102.25,104.5,112.45,34,11,23,0.324,34,12,22,0.353,9,2,7,5,193.88,210.24,202.06
2014-01-07,1610612754,1610612761,2013,86.0,79.0,165.0,97.9,89.25,100.1,97.95,33,27,6,0.818,32,16,16,0.5,16,11,6,10,183.6,196.76,190.18
2014-01-07,1610612748,1610612740,2013,107.0,88.0,195.0,104.15,99.45,104.3,104.1,34,26,8,0.765,32,15,17,0.469,15,11,9,6,203.44,196.76,200.1
2014-01-07,1610612752,1610612765,2013,89.0,85.0,174.0,97.15,98.9,101.0,104.1,33,11,22,0.333,34,14,20,0.412,4,7,6,8,188.92,201.48,195.2
2014-01-07,1610612741,1610612756,2013,92.0,87.0,179.0,88.35,91.15,104.95,101.35,32,14,18,0.438,32,20,12,0.625,9,5,12,8,185.52,207.04,196.28
2014-01-07,1610612763,1610612759,2013,108.0,110.0,218.0,97.8,97.2,105.75,99.85,33,15,18,0.455,34,26,8,0.765,7,8,13,13,190.92,203.32,197.12
2014-01-07,1610612749,1610612744,2013,80.0,101.0,181.0,94.5,100.95,103.0,98.3,33,7,26,0.212,36,23,13,0.639,3,4,11,12,193.04,199.08,196.06
2014-01-07,1610612742,1610612747,2013,110.0,97.0,207.0,100.4,100.35,99.25,104.3,34,19,15,0.5589999999999999,34,14,20,0.412,11,8,8,6,202.56,201.52,202.04000000000002
2014-01-07,1610612743,1610612738,2013,129.0,98.0,227.0,98.85,100.7,95.2,97.55,33,16,17,0.485,34,13,21,0.382,8,8,8,5,204.6,192.52,198.56
2014-01-07,1610612762,1610612760,2013,112.0,101.0,213.0,95.4,100.9,107.7,97.1,36,11,25,0.306,34,27,7,0.794,6,5,15,12,193.24,198.84,196.04000000000002
2014-01-07,1610612758,1610612757,2013,123.0,119.0,242.0,103.25,107.5,112.6,106.25,32,10,22,0.313,34,26,8,0.765,6,4,13,13,202.2,205.76,203.98
2014-01-06,1610612755,1610612750,2013,95.0,126.0,221.0,104.0,111.6,106.6,103.85,33,12,21,0.364,33,16,17,0.485,7,5,10,6,208.96,204.56,206.76
2014-01-06,1610612751,1610612737,2013,91.0,86.0,177.0,96.6,101.15,104.05,102.1,33,12,21,0.364,34,18,16,0.529,7,5,12,6,192.56,196.6,194.57999999999998
2014-01-06,1610612746,1610612753,2013,101.0,81.0,182.0,103.6,96.55,94.65,99.3,36,23,13,0.639,33,10,23,0.303,14,9,7,3,205.36,195.44,200.4
2014-01-05,1610612765,1610612763,2013,84.0,112.0,196.0,100.75,103.45,97.05,97.3,33,14,19,0.424,32,14,18,0.438,6,8,7,7,201.12,190.92,196.01999999999998
2014-01-05,1610612739,1610612754,2013,78.0,82.0,160.0,97.95,102.8,98.65,89.45,33,11,22,0.333,32,26,6,0.813,9,2,16,10,196.08,183.6,189.84
2014-01-05,1610612748,1610612761,2013,102.0,97.0,199.0,104.1,99.55,100.4,98.45,33,25,8,0.758,31,16,15,0.516,14,11,6,10,202.68,196.76,199.72
2014-01-05,1610612764,1610612744,2013,96.0,112.0,208.0,97.55,97.35,103.15,99.15,30,14,16,0.467,35,22,13,0.629,7,7,11,11,195.32,199.08,197.2
2014-01-05,1610612760,1610612738,2013,119.0,96.0,215.0,107.4,97.9,94.8,96.9,33,26,7,0.7879999999999999,33,13,20,0.394,14,12,8,5,198.52,192.52,195.52
2014-01-05,1610612742,1610612752,2013,80.0,92.0,172.0,101.55,100.4,96.55,99.55,33,19,14,0.5760000000000001,32,10,22,0.313,11,8,4,6,203.6,188.92,196.26
2014-01-05,1610612747,1610612743,2013,115.0,137.0,252.0,98.6,102.2,97.85,100.45,33,14,19,0.424,32,15,17,0.469,8,6,8,7,198.84,204.6,201.72
2014-01-04,1610612754,1610612740,2013,99.0,82.0,181.0,99.0,90.25,105.35,104.1,31,25,6,0.8059999999999999,31,15,16,0.484,15,10,9,6,182.48,196.76,189.62
2014-01-04,1610612753,1610612748,2013,94.0,110.0,204.0,94.75,99.0,103.35,99.05,32,10,22,0.313,32,24,8,0.75,7,3,14,10,195.92,202.68,199.3
2014-01-04,1610612751,1610612739,2013,89.0,82.0,171.0,96.85,102.0,99.0,103.15,32,11,21,0.344,32,11,21,0.344,6,5,9,2,193.2,196.08,194.64
2014-01-04,1610612741,1610612737,2013,91.0,84.0,175.0,90.2,93.5,104.25,102.75,31,13,18,0.419,33,18,15,0.545,8,5,12,6,184.72,196.6,190.66
2014-01-04,1610612750,1610612760,2013,111.0,115.0,226.0,106.35,102.5,106.25,96.3,32,16,16,0.5,32,25,7,0.7809999999999999,10,6,14,11,203.28,198.52,200.9
2014-01-04,1610612759,1610612746,2013,116.0,92.0,208.0,105.25,100.85,103.85,96.1,33,25,8,0.758,35,23,12,0.657,12,13,14,9,202.52,205.36,203.94
2014-01-04,1610612756,1610612749,2013,116.0,100.0,216.0,105.15,101.65,93.3,99.75,31,19,12,0.613,32,7,25,0.219,11,8,3,4,206.52,193.04,199.78
2014-01-04,1610612757,1610612755,2013,99.0,101.0,200.0,112.75,105.75,103.95,112.4,33,26,7,0.7879999999999999,32,11,21,0.344,13,13,7,4,206.32,208.96,207.64
2014-01-04,1610612758,1610612766,2013,103.0,113.0,216.0,103.0,107.05,95.25,97.1,31,10,21,0.32299999999999995,34,14,20,0.412,6,4,8,6,202.56,186.28,194.42000000000002
2014-01-03,1610612764,1610612761,2013,88.0,101.0,189.0,98.35,97.3,100.75,98.95,29,14,15,0.483,30,15,15,0.5,7,7,6,9,195.08,196.76,195.92000000000002
2014-01-03,1610612737,1610612744,2013,100.0,101.0,201.0,103.85,103.15,103.7,99.8,32,18,14,0.563,34,21,13,0.618,12,6,11,10,196.2,199.08,197.64
2014-01-03,1610612738,1610612740,2013,92.0,95.0,187.0,95.35,96.45,106.65,104.75,32,13,19,0.406,30,14,16,0.467,8,5,9,5,192.8,196.76,194.78
2014-01-03,1610612745,1610612752,2013,102.0,100.0,202.0,102.75,100.4,96.1,99.55,34,21,13,0.618,31,10,21,0.32299999999999995,13,8,4,6,203.92,188.92,196.42
2014-01-03,1610612742,1610612746,2013,112.0,119.0,231.0,102.1,100.45,103.1,95.4,32,19,13,0.594,34,22,12,0.647,11,8,14,8,201.6,205.36,203.48000000000002
2014-01-03,1610612743,1610612763,2013,111.0,108.0,219.0,97.15,99.4,96.1,96.05,31,14,17,0.452,31,14,17,0.452,7,7,7,7,203.4,190.92,197.16
2014-01-03,1610612747,1610612762,2013,110.0,99.0,209.0,98.8,102.2,96.05,100.6,32,13,19,0.406,35,11,24,0.314,7,6,6,5,198.84,193.24,196.04000000000002
2014-01-02,1610612739,1610612753,2013,87.0,81.0,168.0,98.85,103.85,95.65,99.7,31,10,21,0.32299999999999995,31,10,21,0.32299999999999995,8,2,7,3,196.4,195.92,196.16
2014-01-02,1610612748,1610612744,2013,114.0,123.0,237.0,102.85,97.3,102.5,99.25,31,24,7,0.774,33,20,13,0.606,14,10,11,9,200.2,199.08,199.64
2014-01-02,1610612741,1610612738,2013,94.0,82.0,176.0,89.8,93.45,96.8,97.25,30,12,18,0.4,31,13,18,0.419,7,5,8,5,185.16,192.8,188.98000000000002
2014-01-02,1610612760,1610612751,2013,93.0,95.0,188.0,106.3,95.95,96.65,102.1,31,25,6,0.8059999999999999,31,10,21,0.32299999999999995,14,11,6,4,199.28,193.2,196.24
2014-01-02,1610612759,1610612752,2013,101.0,105.0,206.0,105.8,100.25,95.3,99.4,32,25,7,0.7809999999999999,30,9,21,0.3,12,13,4,5,202.28,188.92,195.6
2014-01-02,1610612756,1610612763,2013,91.0,99.0,190.0,105.9,102.35,95.1,96.25,30,19,11,0.633,30,13,17,0.433,11,8,7,6,205.6,190.92,198.26
2014-01-02,1610612762,1610612749,2013,96.0,87.0,183.0,95.6,101.15,93.65,100.6,34,10,24,0.294,31,7,24,0.226,5,5,3,4,193.56,193.04,193.3
2014-01-02,1610612757,1610612766,2013,134.0,104.0,238.0,110.95,105.3,94.1,94.7,32,25,7,0.7809999999999999,33,14,19,0.424,12,13,8,6,203.6,186.28,194.94
2014-01-02,1610612758,1610612755,2013,104.0,113.0,217.0,103.15,106.6,103.0,112.45,30,10,20,0.333,31,10,21,0.32299999999999995,6,4,7,3,202.44,208.96,205.7
2014-01-01,1610612764,1610612742,2013,78.0,87.0,165.0,99.25,98.1,102.75,101.65,28,14,14,0.5,31,18,13,0.581,7,7,11,7,196.44,201.6,199.01999999999998
2014-01-01,1610612761,1610612754,2013,95.0,82.0,177.0,100.0,99.65,100.05,90.3,29,14,15,0.483,30,25,5,0.833,5,9,15,10,197.4,182.48,189.94
2014-01-01,1610612750,1610612740,2013,124.0,112.0,236.0,106.35,101.65,105.7,104.15,31,15,16,0.484,29,14,15,0.483,9,6,9,5,203.32,196.76,200.04
2014-01-01,1610612743,1610612755,2013,102.0,114.0,216.0,97.9,99.35,102.2,112.65,30,14,16,0.467,30,9,21,0.3,7,7,7,2,202.6,208.96,205.78
2014-01-01,1610612746,1610612766,2013,112.0,85.0,197.0,102.65,96.25,94.15,93.1,33,21,12,0.636,32,14,18,0.438,13,8,8,6,205.72,186.28,196.0
2013-12-31,1610612738,1610612737,2013,91.0,92.0,183.0,96.9,97.65,104.75,103.1,30,13,17,0.433,31,17,14,0.5479999999999999,8,5,12,5,193.6,196.2,194.89999999999998
2013-12-31,1610612754,1610612739,2013,91.0,76.0,167.0,100.7,90.35,99.8,105.5,29,24,5,0.828,30,10,20,0.333,14,10,8,2,183.36,196.4,189.88
2013-12-31,1610612753,1610612744,2013,81.0,94.0,175.0,96.2,101.0,102.9,100.25,30,10,20,0.333,32,19,13,0.594,7,3,11,8,196.48,199.08,197.78
2013-12-31,1610612745,1610612758,2013,106.0,110.0,216.0,103.05,99.95,103.3,106.6,33,21,12,0.636,29,9,20,0.31,13,8,6,3,204.12,202.44,203.28
2013-12-31,1610612759,1610612751,2013,113.0,92.0,205.0,106.45,100.45,97.2,101.95,31,24,7,0.774,30,10,20,0.333,11,13,6,4,201.72,193.2,197.45999999999998
2013-12-31,1610612741,1610612761,2013,79.0,85.0,164.0,91.35,93.9,100.9,100.05,29,12,17,0.414,28,13,15,0.464,7,5,5,8,187.76,197.4,192.57999999999998
2013-12-31,1610612760,1610612757,2013,94.0,98.0,192.0,106.35,94.7,110.6,104.7,30,25,5,0.833,31,24,7,0.774,14,11,12,12,200.04,203.6,201.82
2013-12-31,1610612747,1610612749,2013,79.0,94.0,173.0,99.15,101.95,94.3,102.4,31,13,18,0.419,30,6,24,0.2,7,6,3,3,199.68,193.04,196.36
2013-12-30,1610612765,1610612764,2013,99.0,106.0,205.0,101.45,102.85,97.9,97.75,32,14,18,0.438,27,13,14,0.481,6,8,7,6,200.96,196.44,198.7
2013-12-30,1610612763,1610612741,2013,91.0,95.0,186.0,94.95,96.35,91.35,94.25,29,13,16,0.448,28,11,17,0.393,7,6,7,4,192.4,187.76,190.07999999999998
2013-12-30,1610612750,1610612742,2013,98.0,100.0,198.0,107.25,102.05,103.15,101.75,30,15,15,0.5,30,17,13,0.5670000000000001,9,6,11,6,203.44,201.6,202.51999999999998
2013-12-30,1610612740,1610612757,2013,110.0,108.0,218.0,105.0,103.0,110.6,104.1,28,13,15,0.464,30,24,6,0.8,8,5,12,12,194.64,203.6,199.12
2013-12-30,1610612743,1610612748,2013,94.0,97.0,191.0,98.75,99.45,104.0,97.2,29,14,15,0.483,30,23,7,0.767,7,7,14,9,202.8,200.2,201.5
2013-12-30,1610612762,1610612766,2013,83.0,80.0,163.0,95.55,101.7,94.6,93.1,33,9,24,0.273,31,14,17,0.452,4,5,8,6,194.96,186.28,190.62
2013-12-30,1610612746,1610612756,2013,88.0,107.0,195.0,103.35,96.2,105.75,103.3,32,21,11,0.6559999999999999,29,18,11,0.621,13,8,11,7,206.08,205.6,205.84
2013-12-29,1610612739,1610612744,2013,104.0,108.0,212.0,99.15,105.0,102.25,100.15,29,10,19,0.345,31,18,13,0.581,8,2,11,7,196.24,199.08,197.66000000000003
2013-12-29,1610612753,1610612737,2013,109.0,102.0,211.0,95.75,101.3,104.8,102.35,29,9,20,0.31,30,17,13,0.5670000000000001,6,3,12,5,196.12,196.2,196.16
2013-12-29,1610612760,1610612745,2013,117.0,86.0,203.0,105.75,94.95,104.75,100.25,29,24,5,0.828,32,21,11,0.6559999999999999,13,11,13,8,199.28,204.12,201.7
2013-12-29,1610612759,1610612758,2013,112.0,104.0,216.0,106.05,99.9,102.65,106.2,30,23,7,0.767,28,9,19,0.321,10,13,6,3,203.32,202.44,202.88
2013-12-29,1610612747,1610612755,2013,104.0,111.0,215.0,99.75,101.15,101.35,112.3,30,13,17,0.433,29,8,21,0.276,7,6,7,1,198.16,208.96,203.56
2013-12-28,1610612738,1610612739,2013,103.0,100.0,203.0,95.85,97.5,98.2,104.65,29,12,17,0.414,28,10,18,0.35700000000000004,7,5,8,2,193.0,196.24,194.62
2013-12-28,1610612754,1610612751,2013,105.0,91.0,196.0,100.2,89.75,97.65,101.6,28,23,5,0.821,29,10,19,0.345,13,10,6,4,183.96,193.2,188.57999999999998
2013-12-28,1610612761,1610612752,2013,115.0,100.0,215.0,100.9,99.6,94.6,98.25,27,12,15,0.444,29,9,20,0.31,4,8,4,5,196.76,188.92,192.83999999999997
2013-12-28,1610612764,1610612765,2013,106.0,82.0,188.0,98.2,99.05,101.6,102.2,26,12,14,0.462,31,14,17,0.452,6,6,6,8,196.56,200.96,198.76
2013-12-28,1610612737,1610612766,2013,118.0,116.0,234.0,103.25,101.25,93.9,92.05,29,16,13,0.552,30,14,16,0.467,11,5,8,6,193.92,186.28,190.1
2013-12-28,1610612741,1610612742,2013,83.0,105.0,188.0,92.0,93.05,103.1,103.1,27,11,16,0.407,29,16,13,0.552,7,4,11,5,188.2,201.6,194.89999999999998
2013-12-28,1610612745,1610612740,2013,107.0,98.0,205.0,104.85,99.6,105.35,103.2,31,20,11,0.645,27,13,14,0.481,12,8,8,5,202.32,194.64,198.48
2013-12-28,1610612763,1610612743,2013,120.0,99.0,219.0,93.25,96.05,99.3,98.25,28,12,16,0.429,28,14,14,0.5,6,6,7,7,191.12,202.8,196.96
2013-12-28,1610612749,1610612750,2013,95.0,117.0,212.0,93.65,101.1,106.45,102.9,29,6,23,0.207,29,14,15,0.483,3,3,9,5,192.68,203.44,198.06
2013-12-28,1610612756,1610612755,2013,115.0,101.0,216.0,104.9,103.25,101.2,113.3,28,17,11,0.607,28,8,20,0.28600000000000003,10,7,7,1,203.96,208.96,206.46
2013-12-28,1610612757,1610612748,2013,107.0,108.0,215.0,109.75,103.15,103.45,95.9,29,24,5,0.828,29,22,7,0.759,12,12,14,8,203.0,200.2,201.6
2013-12-28,1610612746,1610612762,2013,98.0,90.0,188.0,103.95,96.85,94.7,101.55,31,20,11,0.645,32,9,23,0.281,12,8,4,5,207.64,194.96,201.3
2013-12-27,1610612766,1610612760,2013,85.0,89.0,174.0,93.95,92.4,107.05,96.5,29,14,15,0.483,28,23,5,0.821,8,6,13,10,186.04,199.28,192.66
2013-12-27,1610612753,1610612765,2013,109.0,92.0,201.0,95.0,101.25,101.95,102.45,28,8,20,0.28600000000000003,30,14,16,0.467,5,3,6,8,195.52,200.96,198.24
2013-12-27,1610612751,1610612749,2013,104.0,93.0,197.0,97.3,102.4,92.85,101.1,28,9,19,0.321,28,6,22,0.214,5,4,3,3,193.36,192.68,193.02
2013-12-27,1610612752,1610612761,2013,83.0,95.0,178.0,94.95,99.0,101.35,100.95,28,9,19,0.321,26,11,15,0.423,4,5,4,7,190.56,196.76,193.66
2013-12-27,1610612750,1610612764,2013,120.0,98.0,218.0,105.1,103.3,98.05,98.3,28,13,15,0.464,25,12,13,0.48,8,5,6,6,202.4,196.56,199.48000000000002
2013-12-27,1610612740,1610612743,2013,105.0,89.0,194.0,105.0,103.95,100.5,98.75,26,12,14,0.462,27,14,13,0.519,7,5,7,7,194.64,202.8,198.72
2013-12-27,1610612762,1610612747,2013,105.0,103.0,208.0,95.0,101.65,100.15,101.7,31,8,23,0.258,29,13,16,0.448,3,5,7,6,193.56,198.16,195.86
2013-12-27,1610612758,1610612748,2013,108.0,103.0,211.0,101.55,105.9,103.5,95.25,27,8,19,0.29600000000000004,28,22,6,0.7859999999999999,5,3,14,8,202.04,200.2,201.12
2013-12-27,1610612744,1610612756,2013,115.0,86.0,201.0,101.6,100.25,105.05,102.0,30,17,13,0.5670000000000001,27,17,10,0.63,10,7,10,7,199.56,203.96,201.76
2013-12-26,1610612739,1610612737,2013,125.0,127.0,252.0,95.95,102.6,102.25,100.45,27,10,17,0.37,28,15,13,0.536,8,2,11,4,193.52,193.92,193.72
2013-12-26,1610612745,1610612763,2013,100.0,92.0,192.0,105.95,100.55,93.6,96.6,30,19,11,0.633,27,12,15,0.444,11,8,6,6,202.6,191.12,196.86
2013-12-26,1610612742,1610612759,2013,107.0,116.0,223.0,102.6,102.0,104.8,98.65,28,16,12,0.5710000000000001,29,22,7,0.759,11,5,10,12,201.12,203.32,202.22
2013-12-26,1610612757,1610612746,2013,116.0,112.0,228.0,109.4,102.7,102.9,96.3,28,23,5,0.821,30,20,10,0.667,11,12,12,8,202.04,207.64,204.83999999999997
2013-12-25,1610612751,1610612741,2013,78.0,95.0,173.0,98.3,103.05,91.6,94.0,27,9,18,0.333,26,10,16,0.385,5,4,7,3,193.72,188.2,190.95999999999998
2013-12-25,1610612752,1610612760,2013,94.0,123.0,217.0,95.55,98.3,106.05,97.35,27,9,18,0.333,27,22,5,0.815,4,5,13,9,189.24,199.28,194.26
2013-12-25,1610612747,1610612748,2013,95.0,101.0,196.0,99.9,102.3,103.45,95.55,28,13,15,0.464,27,21,6,0.778,7,6,14,7,199.68,200.2,199.94
2013-12-25,1610612759,1610612745,2013,98.0,111.0,209.0,104.5,97.05,105.85,100.95,28,22,6,0.7859999999999999,29,18,11,0.621,10,12,11,7,202.68,202.6,202.64
2013-12-25,1610612744,1610612746,2013,105.0,103.0,208.0,102.15,100.85,102.85,95.95,29,16,13,0.552,29,20,9,0.69,9,7,12,8,199.0,207.64,203.32
2013-12-23,1610612766,1610612749,2013,111.0,110.0,221.0,92.95,91.8,91.9,100.25,28,13,15,0.464,27,6,21,0.222,7,6,3,3,184.04,192.68,188.36
